adapter_enabled,adapter_mode,balanced_score,checkpoint_path,datasets,eval_shots,experiment_name,mean_false_negative_rate,mean_false_positive_rate,mean_image_aupr,mean_image_auroc,mean_image_f1,rank,train_shot,training_strategy
True,global_only,0.7259616948993062,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/global_only/2/checkpoint,"aitex,elpv,visa",2,InCTRL_trained_on_MVTec_VA_ablation/global_only/2-shot,0.17597749847749847,0.4780694685316842,0.7361130637712261,0.7654612184707702,0.6971334959632425,1,2,mvtec_va_ablation
True,global_only,0.7183615746334685,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/global_only/4/checkpoint,"aitex,elpv,visa",4,InCTRL_trained_on_MVTec_VA_ablation/global_only/4-shot,0.1807861882861883,0.5147920226790367,0.7335323583191813,0.7592673381750785,0.6939636889445912,2,4,mvtec_va_ablation
True,global_only,0.7160834811753256,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/global_only/8/checkpoint,"aitex,elpv,visa",8,InCTRL_trained_on_MVTec_VA_ablation/global_only/8-shot,0.1756743106743107,0.5359976066138942,0.7285093698746055,0.7606684949342549,0.6944467860425275,3,8,mvtec_va_ablation
True,global_local,0.6879949241802645,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/global_local/2/checkpoint,"aitex,elpv,visa",2,InCTRL_trained_on_MVTec_VA_ablation/global_local/2-shot,0.17015750015750017,0.6768887234771315,0.7417663671931637,0.7211515214480252,0.6742746111931394,4,2,mvtec_va_ablation
True,global_local,0.6819950187454088,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/global_local/8/checkpoint,"aitex,elpv,visa",8,InCTRL_trained_on_MVTec_VA_ablation/global_local/8-shot,0.2191738591738592,0.6220604034250402,0.7307348298068582,0.7131229449076817,0.6692085341794778,5,8,mvtec_va_ablation
True,local_only,0.6736766557705571,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/local_only/2/checkpoint,"aitex,elpv,visa",2,InCTRL_trained_on_MVTec_VA_ablation/local_only/2-shot,0.19746230496230496,0.6533000916713315,0.7232533738926635,0.6936108086172988,0.6758788447235017,6,2,mvtec_va_ablation
True,local_only,0.6719054917562486,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/local_only/8/checkpoint,"aitex,elpv,visa",8,InCTRL_trained_on_MVTec_VA_ablation/local_only/8-shot,0.20072570822570823,0.6512040569267276,0.7193636084150336,0.6952647892576782,0.6695744496377317,7,8,mvtec_va_ablation
True,global_local,0.6670647468392232,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/global_local/4/checkpoint,"aitex,elpv,visa",4,InCTRL_trained_on_MVTec_VA_ablation/global_local/4-shot,0.2068820218820219,0.6542841729929036,0.7118508536295319,0.6942233711277535,0.6612023651230957,8,4,mvtec_va_ablation
True,local_only,0.6647281364728379,/root/InCTRL/checkpoints/InCTRL_trained_on_MVTec_VA_ablation/local_only/4/checkpoint,"aitex,elpv,visa",4,InCTRL_trained_on_MVTec_VA_ablation/local_only/4-shot,0.1913850563850564,0.6741213390149561,0.7137514092813059,0.6849660138662763,0.6655140941965797,9,4,mvtec_va_ablation
